tenure,rooms,occupants,bedrooms,hhtype,frequency
0,5,3,1,2,1
0,5,3,2,1,40
0,5,3,2,2,32
0,5,3,2,4,3
0,5,3,3,1,189
0,5,3,3,2,209
0,5,3,3,3,2
0,5,3,3,4,37
1,0,0,0,0,1
1,0,3,0,2,1
1,1,0,0,0,78
1,1,1,0,1,18
1,1,1,0,2,10
1,1,1,0,3,3
1,1,2,0,1,3
1,1,2,0,2,3
1,1,2,0,3,1
1,1,3,0,1,1
1,1,3,0,2,3
1,2,0,0,0,12
1,2,0,1,0,241
1,2,1,0,1,3
1,2,1,0,2,2
1,2,1,1,1,104
1,2,1,1,2,103
1,2,1,1,3,26
1,2,1,1,4,38
1,2,2,0,2,1
1,2,2,1,1,54
1,2,2,1,2,51
1,2,2,1,3,5
1,2,2,1,4,8
1,2,3,0,2,1
1,2,3,1,1,44
1,2,3,1,2,42
1,2,3,1,3,3
1,2,3,1,4,5
1,3,0,0,0,1
1,3,0,1,0,100
1,3,0,2,0,188
1,3,1,0,1,2
1,3,1,0,2,2
1,3,1,1,1,52
1,3,1,1,2,60
1,3,1,1,3,15
1,3,1,1,4,10
1,3,1,2,1,140
1,3,1,2,2,145
1,3,1,2,3,37
1,3,1,2,4,62
1,3,2,1,1,35
1,3,2,1,2,25
1,3,2,1,3,6
1,3,2,1,4,4
1,3,2,2,1,124
1,3,2,2,2,136
1,3,2,2,3,28
1,3,2,2,4,28
1,3,3,1,1,27
1,3,3,1,2,19
1,3,3,1,4,4
1,3,3,2,1,220
1,3,3,2,2,256
1,3,3,2,3,8
1,3,3,2,4,25
1,4,0,0,0,1
1,4,0,1,0,13
1,4,0,2,0,186
1,4,0,3,0,29
1,4,1,1,1,14
1,4,1,1,2,18
1,4,1,1,3,3
1,4,1,1,4,5
1,4,1,2,1,170
1,4,1,2,2,169
1,4,1,2,3,33
1,4,1,2,4,61
1,4,1,3,1,14
1,4,1,3,2,19
1,4,1,3,3,3
1,4,1,3,4,7
1,4,2,0,2,1
1,4,2,1,1,11
1,4,2,1,2,7
1,4,2,2,1,171
1,4,2,2,2,178
1,4,2,2,3,37
1,4,2,2,4,42
1,4,2,3,1,25
1,4,2,3,2,25
1,4,2,3,3,3
1,4,2,3,4,4
1,4,3,1,1,5
1,4,3,1,2,5
1,4,3,1,3,1
1,4,3,2,1,324
1,4,3,2,2,303
1,4,3,2,3,6
1,4,3,2,4,33
1,4,3,3,1,82
1,4,3,3,2,57
1,4,3,3,3,1
1,4,3,3,4,13
1,5,0,1,0,3
1,5,0,2,0,61
1,5,0,3,0,75
1,5,1,1,1,3
1,5,1,1,2,3
1,5,1,1,4,2
1,5,1,2,1,80
1,5,1,2,2,79
1,5,1,2,3,11
1,5,1,2,4,21
1,5,1,3,1,186
1,5,1,3,2,151
1,5,1,3,3,19
1,5,1,3,4,33
1,5,2,1,2,1
1,5,2,2,1,71
1,5,2,2,2,76
1,5,2,2,3,15
1,5,2,2,4,20
1,5,2,3,1,178
1,5,2,3,2,188
1,5,2,3,3,16
1,5,2,3,4,32
1,5,3,1,1,1
1,5,3,1,2,2
1,5,3,2,1,135
1,5,3,2,2,136
1,5,3,2,3,3
1,5,3,2,4,8
1,5,3,3,1,598
1,5,3,3,2,573
1,5,3,3,3,12
1,5,3,3,4,76
2,0,0,0,0,20
2,0,1,0,1,2
2,1,0,0,0,712
2,1,1,0,1,54
2,1,1,0,2,58
2,1,1,0,3,15
2,1,1,0,4,11
2,1,2,0,1,3
2,1,2,0,2,5
2,1,2,0,3,2
2,1,2,0,4,4
2,1,3,0,1,5
2,1,3,0,2,4
2,2,0,0,0,22
2,2,0,1,0,430
2,2,1,0,1,5
2,2,1,0,2,5
2,2,1,1,1,97
2,2,1,1,2,87
2,2,1,1,3,128
2,2,1,1,4,159
2,2,2,0,1,1
2,2,2,0,2,1
2,2,2,1,1,64
2,2,2,1,2,76
2,2,2,1,3,76
2,2,2,1,4,29
2,2,3,1,1,95
2,2,3,1,2,93
2,2,3,1,3,18
2,2,3,1,4,8
2,3,0,0,0,5
2,3,0,1,0,36
2,3,0,2,0,143
2,3,1,0,2,1
2,3,1,1,1,10
2,3,1,1,2,15
2,3,1,1,3,16
2,3,1,1,4,14
2,3,1,2,1,55
2,3,1,2,2,41
2,3,1,2,3,40
2,3,1,2,4,85
2,3,2,1,1,10
2,3,2,1,2,7
2,3,2,1,3,11
2,3,2,1,4,2
2,3,2,2,1,46
2,3,2,2,2,54
2,3,2,2,3,62
2,3,2,2,4,70
2,3,3,1,1,8
2,3,3,1,2,13
2,3,3,1,3,3
2,3,3,1,4,2
2,3,3,2,1,149
2,3,3,2,2,152
2,3,3,2,3,59
2,3,3,2,4,82
2,4,0,0,0,1
2,4,0,1,0,12
2,4,0,2,0,59
2,4,0,3,0,5
2,4,1,1,3,4
2,4,1,2,1,25
2,4,1,2,2,20
2,4,1,2,3,14
2,4,1,2,4,38
2,4,1,3,1,3
2,4,1,3,2,4
2,4,1,3,3,1
2,4,1,3,4,10
2,4,2,1,2,1
2,4,2,1,3,2
2,4,2,1,4,1
2,4,2,2,1,24
2,4,2,2,2,26
2,4,2,2,3,25
2,4,2,2,4,24
2,4,2,3,1,2
2,4,2,3,2,1
2,4,2,3,3,1
2,4,2,3,4,11
2,4,3,1,1,5
2,4,3,1,2,2
2,4,3,1,3,1
2,4,3,2,1,58
2,4,3,2,2,75
2,4,3,2,3,26
2,4,3,2,4,23
2,4,3,3,1,20
2,4,3,3,2,24
2,4,3,3,3,6
2,4,3,3,4,22
2,5,0,0,0,1
2,5,0,2,0,10
2,5,0,3,0,7
2,5,1,1,1,1
2,5,1,1,2,1
2,5,1,2,1,1
2,5,1,2,2,1
2,5,1,2,3,1
2,5,1,2,4,4
2,5,1,3,1,2
2,5,1,3,2,2
2,5,1,3,3,1
2,5,1,3,4,6
2,5,2,1,2,1
2,5,2,2,1,3
2,5,2,2,2,1
2,5,2,2,3,3
2,5,2,2,4,1
2,5,2,3,1,2
2,5,2,3,2,3
2,5,2,3,3,3
2,5,2,3,4,4
2,5,3,1,1,1
2,5,3,2,1,4
2,5,3,2,2,11
2,5,3,2,3,6
2,5,3,2,4,3
2,5,3,3,1,15
2,5,3,3,2,16
2,5,3,3,4,43
3,0,0,0,0,26
3,0,1,0,1,1
3,0,1,0,2,1
3,0,2,0,1,1
3,1,0,0,0,324
3,1,1,0,1,51
3,1,1,0,2,66
3,1,1,0,3,5
3,1,1,0,4,4
3,1,2,0,1,10
3,1,2,0,2,10
3,1,2,0,3,2
3,1,2,0,4,1
3,1,3,0,1,3
3,1,3,0,2,3
3,2,0,0,0,25
3,2,0,1,0,251
3,2,1,0,1,11
3,2,1,0,2,11
3,2,1,0,4,1
3,2,1,1,1,98
3,2,1,1,2,99
3,2,1,1,3,50
3,2,1,1,4,82
3,2,2,0,1,3
3,2,2,0,3,1
3,2,2,1,1,55
3,2,2,1,2,58
3,2,2,1,3,28
3,2,2,1,4,18
3,2,3,0,1,1
3,2,3,1,1,56
3,2,3,1,2,40
3,2,3,1,3,5
3,2,3,1,4,1
3,3,0,0,0,5
3,3,0,1,0,49
3,3,0,2,0,86
3,3,1,0,1,2
3,3,1,0,2,1
3,3,1,0,3,1
3,3,1,1,1,30
3,3,1,1,2,27
3,3,1,1,3,19
3,3,1,1,4,18
3,3,1,2,1,45
3,3,1,2,2,41
3,3,1,2,3,47
3,3,1,2,4,33
3,3,2,1,1,19
3,3,2,1,2,19
3,3,2,1,3,5
3,3,2,1,4,3
3,3,2,2,1,34
3,3,2,2,2,33
3,3,2,2,3,41
3,3,2,2,4,44
3,3,3,1,1,16
3,3,3,1,2,17
3,3,3,1,3,1
3,3,3,1,4,2
3,3,3,2,1,70
3,3,3,2,2,67
3,3,3,2,3,21
3,3,3,2,4,22
3,4,0,0,0,2
3,4,0,1,0,18
3,4,0,2,0,61
3,4,0,3,0,20
3,4,1,0,4,1
3,4,1,1,1,4
3,4,1,1,2,4
3,4,1,1,3,3
3,4,1,1,4,1
3,4,1,2,1,37
3,4,1,2,2,44
3,4,1,2,3,13
3,4,1,2,4,21
3,4,1,3,1,2
3,4,1,3,2,2
3,4,1,3,3,3
3,4,1,3,4,6
3,4,2,1,1,2
3,4,2,1,2,3
3,4,2,1,4,1
3,4,2,2,1,26
3,4,2,2,2,28
3,4,2,2,3,26
3,4,2,2,4,17
3,4,2,3,1,1
3,4,2,3,3,2
3,4,2,3,4,4
3,4,3,1,1,3
3,4,3,1,2,1
3,4,3,1,4,1
3,4,3,2,1,76
3,4,3,2,2,74
3,4,3,2,3,6
3,4,3,2,4,20
3,4,3,3,1,14
3,4,3,3,2,11
3,4,3,3,3,5
3,4,3,3,4,23
3,5,0,1,0,1
3,5,0,2,0,12
3,5,0,3,0,51
3,5,1,1,1,1
3,5,1,1,2,2
3,5,1,2,1,5
3,5,1,2,2,11
3,5,1,2,4,6
3,5,1,3,1,15
3,5,1,3,2,14
3,5,1,3,3,6
3,5,1,3,4,11
3,5,2,1,1,1
3,5,2,1,2,1
3,5,2,2,1,6
3,5,2,2,2,2
3,5,2,2,3,5
3,5,2,2,4,5
3,5,2,3,1,14
3,5,2,3,2,5
3,5,2,3,3,7
3,5,2,3,4,11
3,5,3,2,1,12
3,5,3,2,2,12
3,5,3,2,3,6
3,5,3,2,4,1
3,5,3,3,1,36
3,5,3,3,2,37
3,5,3,3,3,3
3,5,3,3,4,49
