tenure,rooms,occupants,bedrooms,hhtype,frequency
0,4,3,2,4,15
0,4,3,3,1,30
0,4,3,3,2,3
0,4,3,3,4,5
0,5,0,1,0,11
0,5,0,2,0,172
0,5,0,3,0,299
0,5,1,1,1,26
0,5,1,1,2,2
0,5,1,1,4,1
0,5,1,2,1,391
0,5,1,2,2,27
0,5,1,2,3,4
0,5,1,2,4,30
0,5,1,3,1,914
0,5,1,3,2,50
0,5,1,3,3,10
0,5,1,3,4,61
0,5,2,1,1,3
0,5,2,2,1,103
0,5,2,2,2,12
0,5,2,2,3,2
0,5,2,2,4,6
0,5,2,3,1,243
0,5,2,3,2,13
0,5,2,3,3,5
0,5,2,3,4,38
0,5,3,1,1,1
0,5,3,2,1,71
0,5,3,2,2,5
0,5,3,2,4,6
0,5,3,3,1,388
0,5,3,3,2,19
0,5,3,3,3,2
0,5,3,3,4,43
1,0,0,0,0,1
1,1,0,0,0,82
1,1,1,0,1,21
1,1,1,0,2,19
1,1,1,0,3,3
1,1,1,0,4,3
1,1,2,0,1,3
1,1,2,0,2,2
1,1,2,0,3,1
1,1,2,0,4,2
1,1,3,0,1,3
1,2,0,0,0,14
1,2,0,1,0,258
1,2,1,0,1,2
1,2,1,0,2,4
1,2,1,1,1,114
1,2,1,1,2,103
1,2,1,1,3,31
1,2,1,1,4,40
1,2,2,0,2,2
1,2,2,1,1,96
1,2,2,1,2,30
1,2,2,1,3,4
1,2,2,1,4,8
1,2,3,0,1,1
1,2,3,1,1,77
1,2,3,1,2,15
1,2,3,1,3,2
1,2,3,1,4,5
1,3,0,0,0,3
1,3,0,1,0,92
1,3,0,2,0,188
1,3,1,0,1,3
1,3,1,1,1,84
1,3,1,1,2,45
1,3,1,1,3,17
1,3,1,1,4,8
1,3,1,2,1,193
1,3,1,2,2,108
1,3,1,2,3,39
1,3,1,2,4,60
1,3,2,1,1,47
1,3,2,1,2,21
1,3,2,1,3,5
1,3,2,1,4,7
1,3,2,2,1,217
1,3,2,2,2,49
1,3,2,2,3,28
1,3,2,2,4,35
1,3,3,1,1,42
1,3,3,1,2,10
1,3,3,1,3,1
1,3,3,1,4,2
1,3,3,2,1,446
1,3,3,2,2,62
1,3,3,2,3,8
1,3,3,2,4,24
1,4,0,0,0,1
1,4,0,1,0,16
1,4,0,2,0,195
1,4,0,3,0,23
1,4,1,0,4,1
1,4,1,1,1,29
1,4,1,1,2,12
1,4,1,1,3,3
1,4,1,1,4,2
1,4,1,2,1,262
1,4,1,2,2,105
1,4,1,2,3,40
1,4,1,2,4,62
1,4,1,3,1,33
1,4,1,3,2,13
1,4,1,3,3,4
1,4,1,3,4,8
1,4,2,0,1,1
1,4,2,1,1,15
1,4,2,1,2,4
1,4,2,1,4,1
1,4,2,2,1,288
1,4,2,2,2,67
1,4,2,2,3,43
1,4,2,2,4,43
1,4,2,3,1,38
1,4,2,3,2,10
1,4,2,3,3,3
1,4,2,3,4,3
1,4,3,1,1,14
1,4,3,1,2,1
1,4,3,1,3,1
1,4,3,2,1,579
1,4,3,2,2,71
1,4,3,2,3,8
1,4,3,2,4,34
1,4,3,3,1,134
1,4,3,3,2,12
1,4,3,3,3,1
1,4,3,3,4,12
1,5,0,1,0,1
1,5,0,2,0,60
1,5,0,3,0,88
1,5,1,1,1,2
1,5,1,1,2,4
1,5,1,1,4,3
1,5,1,2,1,125
1,5,1,2,2,29
1,5,1,2,3,14
1,5,1,2,4,21
1,5,1,3,1,285
1,5,1,3,2,66
1,5,1,3,3,14
1,5,1,3,4,33
1,5,2,1,1,3
1,5,2,2,1,128
1,5,2,2,2,18
1,5,2,2,3,13
1,5,2,2,4,19
1,5,2,3,1,328
1,5,2,3,2,50
1,5,2,3,3,20
1,5,2,3,4,31
1,5,3,0,1,1
1,5,3,1,1,3
1,5,3,1,2,1
1,5,3,2,1,255
1,5,3,2,2,41
1,5,3,2,3,4
1,5,3,2,4,9
1,5,3,3,1,1177
1,5,3,3,2,63
1,5,3,3,3,7
1,5,3,3,4,89
2,0,0,0,0,26
2,0,1,0,2,1
2,0,1,0,3,2
2,0,1,0,4,1
2,0,2,0,1,1
2,0,3,0,1,1
2,1,0,0,0,772
2,1,1,0,1,87
2,1,1,0,2,45
2,1,1,0,3,14
2,1,1,0,4,15
2,1,2,0,1,9
2,1,2,0,2,2
2,1,2,0,3,6
2,1,2,0,4,3
2,1,3,0,1,7
2,1,3,0,2,1
2,2,0,0,0,31
2,2,0,1,0,453
2,2,1,0,1,8
2,2,1,0,2,2
2,2,1,0,3,1
2,2,1,0,4,3
2,2,1,1,1,156
2,2,1,1,2,43
2,2,1,1,3,164
2,2,1,1,4,143
2,2,2,0,1,1
2,2,2,0,2,1
2,2,2,1,1,97
2,2,2,1,2,65
2,2,2,1,3,93
2,2,2,1,4,32
2,2,3,0,2,1
2,2,3,1,1,155
2,2,3,1,2,50
2,2,3,1,3,23
2,2,3,1,4,11
2,3,0,0,0,11
2,3,0,1,0,45
2,3,0,2,0,167
2,3,1,0,1,2
2,3,1,1,1,21
2,3,1,1,2,2
2,3,1,1,3,15
2,3,1,1,4,15
2,3,1,2,1,91
2,3,1,2,2,23
2,3,1,2,3,53
2,3,1,2,4,90
2,3,2,1,1,11
2,3,2,1,2,8
2,3,2,1,3,13
2,3,2,1,4,2
2,3,2,2,1,77
2,3,2,2,2,25
2,3,2,2,3,71
2,3,2,2,4,75
2,3,3,1,1,20
2,3,3,1,2,5
2,3,3,1,3,1
2,3,3,1,4,5
2,3,3,2,1,214
2,3,3,2,2,81
2,3,3,2,3,67
2,3,3,2,4,85
2,4,0,0,0,1
2,4,0,1,0,10
2,4,0,2,0,65
2,4,0,3,0,8
2,4,1,1,1,2
2,4,1,1,2,2
2,4,1,1,3,3
2,4,1,1,4,5
2,4,1,2,1,42
2,4,1,2,2,11
2,4,1,2,3,16
2,4,1,2,4,31
2,4,1,3,1,6
2,4,1,3,3,1
2,4,1,3,4,9
2,4,2,1,1,1
2,4,2,1,2,2
2,4,2,1,3,2
2,4,2,1,4,1
2,4,2,2,1,41
2,4,2,2,2,10
2,4,2,2,3,28
2,4,2,2,4,32
2,4,2,3,1,1
2,4,2,3,3,4
2,4,2,3,4,7
2,4,3,1,1,7
2,4,3,1,2,1
2,4,3,1,4,2
2,4,3,2,1,99
2,4,3,2,2,47
2,4,3,2,3,25
2,4,3,2,4,33
2,4,3,3,1,43
2,4,3,3,2,10
2,4,3,3,3,9
2,4,3,3,4,26
2,5,0,1,0,2
2,5,0,2,0,13
2,5,0,3,0,6
2,5,1,1,1,2
2,5,1,1,2,1
2,5,1,1,3,1
2,5,1,2,1,3
2,5,1,2,2,2
2,5,1,2,3,2
2,5,1,2,4,4
2,5,1,3,1,4
2,5,1,3,3,1
2,5,1,3,4,4
2,5,2,1,1,1
2,5,2,1,2,1
2,5,2,1,4,1
2,5,2,2,1,4
2,5,2,2,2,1
2,5,2,2,3,4
2,5,2,2,4,1
2,5,2,3,1,3
2,5,2,3,3,5
2,5,2,3,4,5
2,5,3,1,1,2
2,5,3,1,2,1
2,5,3,2,1,18
2,5,3,2,2,2
2,5,3,2,3,4
2,5,3,2,4,5
2,5,3,3,1,36
2,5,3,3,2,5
2,5,3,3,3,5
2,5,3,3,4,39
3,0,0,0,0,28
3,0,1,0,1,4
3,0,1,0,2,2
3,1,0,0,0,316
3,1,1,0,1,54
3,1,1,0,2,80
3,1,1,0,3,8
3,1,1,0,4,8
3,1,2,0,1,14
3,1,2,0,2,3
3,1,2,0,3,1
3,1,2,0,4,2
3,1,3,0,1,6
3,1,3,0,2,2
3,1,3,0,4,5
3,2,0,0,0,24
3,2,0,1,0,272
3,2,1,0,1,14
3,2,1,0,2,10
3,2,1,0,4,3
3,2,1,1,1,91
3,2,1,1,2,130
3,2,1,1,3,61
3,2,1,1,4,101
3,2,2,0,1,1
3,2,2,0,2,1
3,2,2,1,1,68
3,2,2,1,2,43
3,2,2,1,3,25
3,2,2,1,4,17
3,2,3,0,1,2
3,2,3,1,1,81
3,2,3,1,2,21
3,2,3,1,3,4
3,2,3,1,4,3
3,3,0,0,0,3
3,3,0,1,0,61
3,3,0,2,0,105
3,3,1,0,2,2
3,3,1,1,1,38
3,3,1,1,2,24
3,3,1,1,3,19
3,3,1,1,4,21
3,3,1,2,1,67
3,3,1,2,2,35
3,3,1,2,3,43
3,3,1,2,4,27
3,3,2,1,1,28
3,3,2,1,2,14
3,3,2,1,3,10
3,3,2,1,4,3
3,3,2,2,1,38
3,3,2,2,2,24
3,3,2,2,3,46
3,3,2,2,4,44
3,3,3,1,1,34
3,3,3,1,2,4
3,3,3,1,4,3
3,3,3,2,1,133
3,3,3,2,2,36
3,3,3,2,3,22
3,3,3,2,4,26
3,4,0,0,0,3
3,4,0,1,0,14
3,4,0,2,0,63
3,4,0,3,0,24
3,4,1,0,2,2
3,4,1,1,1,7
3,4,1,1,2,6
3,4,1,1,3,2
3,4,1,1,4,5
3,4,1,2,1,59
3,4,1,2,2,37
3,4,1,2,3,27
3,4,1,2,4,24
3,4,1,3,1,1
3,4,1,3,2,3
3,4,1,3,3,3
3,4,1,3,4,11
3,4,2,1,1,5
3,4,2,1,2,4
3,4,2,1,3,1
3,4,2,1,4,1
3,4,2,2,1,48
3,4,2,2,2,19
3,4,2,2,3,31
3,4,2,2,4,25
3,4,2,3,1,2
3,4,2,3,2,1
3,4,2,3,3,6
3,4,2,3,4,10
3,4,3,1,1,3
3,4,3,2,1,113
3,4,3,2,2,44
3,4,3,2,3,8
3,4,3,2,4,23
3,4,3,3,1,20
3,4,3,3,2,8
3,4,3,3,3,4
3,4,3,3,4,23
3,5,0,0,0,2
3,5,0,1,0,2
3,5,0,2,0,14
3,5,0,3,0,46
3,5,1,1,4,2
3,5,1,2,1,15
3,5,1,2,2,7
3,5,1,2,3,2
3,5,1,2,4,5
3,5,1,3,1,18
3,5,1,3,2,9
3,5,1,3,3,3
3,5,1,3,4,14
3,5,2,1,1,2
3,5,2,1,2,1
3,5,2,2,1,10
3,5,2,2,2,5
3,5,2,2,3,4
3,5,2,2,4,9
3,5,2,3,1,21
3,5,2,3,2,9
3,5,2,3,3,7
3,5,2,3,4,8
3,5,3,1,1,1
3,5,3,2,1,25
3,5,3,2,2,10
3,5,3,2,3,4
3,5,3,2,4,2
3,5,3,3,1,81
3,5,3,3,2,17
3,5,3,3,3,5
3,5,3,3,4,68
