tenure,rooms,occupants,bedrooms,hhtype,frequency
2,2,2,0,1,2
2,2,2,0,2,1
2,2,2,1,1,72
2,2,2,1,2,60
2,2,2,1,3,84
2,2,2,1,4,26
2,2,3,0,1,1
2,2,3,1,1,122
2,2,3,1,2,57
2,2,3,1,3,20
2,2,3,1,4,15
2,3,0,0,0,9
2,3,0,1,0,49
2,3,0,2,0,152
2,3,1,0,1,1
2,3,1,1,1,24
2,3,1,1,2,4
2,3,1,1,3,21
2,3,1,1,4,16
2,3,1,2,1,103
2,3,1,2,2,15
2,3,1,2,3,53
2,3,1,2,4,91
2,3,2,1,1,11
2,3,2,1,2,9
2,3,2,1,3,9
2,3,2,1,4,5
2,3,2,2,1,69
2,3,2,2,2,30
2,3,2,2,3,69
2,3,2,2,4,69
2,3,3,1,1,18
2,3,3,1,2,5
2,3,3,1,3,2
2,3,3,1,4,5
2,3,3,2,1,208
2,3,3,2,2,91
2,3,3,2,3,48
2,3,3,2,4,75
2,4,0,0,0,1
2,4,0,1,0,11
2,4,0,2,0,78
2,4,0,3,0,5
2,4,1,0,4,1
2,4,1,1,1,3
2,4,1,1,2,1
2,4,1,1,3,2
2,4,1,1,4,2
2,4,1,2,1,46
2,4,1,2,2,7
2,4,1,2,3,15
2,4,1,2,4,31
2,4,1,3,1,2
2,4,1,3,2,1
2,4,1,3,4,8
2,4,2,1,2,3
2,4,2,2,1,42
2,4,2,2,2,9
2,4,2,2,3,29
2,4,2,2,4,29
2,4,2,3,1,3
2,4,2,3,3,2
2,4,2,3,4,7
2,4,3,1,1,1
2,4,3,1,2,3
2,4,3,1,4,1
2,4,3,2,1,90
2,4,3,2,2,51
2,4,3,2,3,22
2,4,3,2,4,28
2,4,3,3,1,31
2,4,3,3,2,15
2,4,3,3,3,4
2,4,3,3,4,26
2,5,0,0,0,1
2,5,0,2,0,9
2,5,0,3,0,6
2,5,1,0,1,1
2,5,1,1,1,2
2,5,1,2,1,5
2,5,1,2,3,2
2,5,1,2,4,5
2,5,1,3,1,4
2,5,1,3,3,1
2,5,1,3,4,7
2,5,2,1,1,1
2,5,2,2,1,6
2,5,2,2,2,1
2,5,2,2,3,4
2,5,2,2,4,2
2,5,2,3,1,4
2,5,2,3,2,1
2,5,2,3,3,2
2,5,2,3,4,4
2,5,3,1,1,1
2,5,3,2,1,7
2,5,3,2,2,4
2,5,3,2,3,4
2,5,3,2,4,3
2,5,3,3,1,28
2,5,3,3,2,4
2,5,3,3,3,4
2,5,3,3,4,36
3,0,0,0,0,43
3,0,1,0,2,1
3,0,2,0,2,1
3,1,0,0,0,286
3,1,1,0,1,35
3,1,1,0,2,75
3,1,1,0,3,7
3,1,1,0,4,7
3,1,2,0,1,8
3,1,2,0,2,5
3,1,3,0,1,4
3,1,3,0,2,2
3,1,3,0,4,4
3,2,0,0,0,35
3,2,0,1,0,218
3,2,1,0,1,10
3,2,1,0,2,7
3,2,1,0,4,4
3,2,1,1,1,72
3,2,1,1,2,111
3,2,1,1,3,60
3,2,1,1,4,81
3,2,2,1,1,49
3,2,2,1,2,40
3,2,2,1,3,20
3,2,2,1,4,8
3,2,3,0,2,1
3,2,3,1,1,54
3,2,3,1,2,18
3,2,3,1,3,2
3,2,3,1,4,1
3,3,0,0,0,5
3,3,0,1,0,67
3,3,0,2,0,96
3,3,1,0,1,1
3,3,1,0,2,3
3,3,1,1,1,26
3,3,1,1,2,29
3,3,1,1,3,22
3,3,1,1,4,19
3,3,1,2,1,50
3,3,1,2,2,38
3,3,1,2,3,44
3,3,1,2,4,22
3,3,2,1,1,17
3,3,2,1,2,15
3,3,2,1,3,6
3,3,2,1,4,6
3,3,2,2,1,35
3,3,2,2,2,26
3,3,2,2,3,41
3,3,2,2,4,27
3,3,3,1,1,22
3,3,3,1,2,8
3,3,3,2,1,96
3,3,3,2,2,39
3,3,3,2,3,24
3,3,3,2,4,11
3,4,0,0,0,2
3,4,0,1,0,19
3,4,0,2,0,49
3,4,0,3,0,17
3,4,1,1,1,5
3,4,1,1,2,2
3,4,1,1,3,1
3,4,1,1,4,4
3,4,1,2,1,58
3,4,1,2,2,33
3,4,1,2,3,27
3,4,1,2,4,21
3,4,1,3,1,2
3,4,1,3,2,4
3,4,1,3,3,2
3,4,1,3,4,8
3,4,2,1,2,4
3,4,2,2,1,47
3,4,2,2,2,22
3,4,2,2,3,24
3,4,2,2,4,21
3,4,2,3,1,2
3,4,2,3,2,2
3,4,2,3,3,5
3,4,2,3,4,4
3,4,3,1,1,1
3,4,3,2,1,89
3,4,3,2,2,39
3,4,3,2,3,12
3,4,3,2,4,18
3,4,3,3,1,16
3,4,3,3,2,7
3,4,3,3,3,3
3,4,3,3,4,15
3,5,0,0,0,3
3,5,0,1,0,2
3,5,0,2,0,24
3,5,0,3,0,39
3,5,1,0,4,1
3,5,1,1,1,2
3,5,1,2,1,13
3,5,1,2,2,13
3,5,1,2,3,5
3,5,1,2,4,5
3,5,1,3,1,23
3,5,1,3,2,10
3,5,1,3,3,6
3,5,1,3,4,10
3,5,2,0,3,1
3,5,2,1,2,2
3,5,2,1,4,1
3,5,2,2,1,11
3,5,2,2,2,2
3,5,2,2,3,5
3,5,2,2,4,5
3,5,2,3,1,27
3,5,2,3,2,7
3,5,2,3,3,8
3,5,2,3,4,7
3,5,3,1,1,1
3,5,3,2,1,21
3,5,3,2,2,15
3,5,3,2,3,4
3,5,3,2,4,3
3,5,3,3,1,62
3,5,3,3,2,14
3,5,3,3,3,5
3,5,3,3,4,45
