tenure,rooms,occupants,bedrooms,hhtype,frequency
1,4,1,2,3,57
1,4,1,2,4,79
1,4,1,3,1,29
1,4,1,3,2,22
1,4,1,3,3,6
1,4,1,3,4,9
1,4,2,1,1,10
1,4,2,1,2,14
1,4,2,1,3,1
1,4,2,1,4,2
1,4,2,2,1,243
1,4,2,2,2,247
1,4,2,2,3,62
1,4,2,2,4,58
1,4,2,3,1,27
1,4,2,3,2,22
1,4,2,3,3,8
1,4,2,3,4,6
1,4,3,1,1,12
1,4,3,1,2,5
1,4,3,1,3,1
1,4,3,1,4,2
1,4,3,2,1,453
1,4,3,2,2,465
1,4,3,2,3,20
1,4,3,2,4,42
1,4,3,3,1,71
1,4,3,3,2,89
1,4,3,3,3,4
1,4,3,3,4,13
1,5,0,0,0,1
1,5,0,1,0,6
1,5,0,2,0,75
1,5,0,3,0,101
1,5,1,0,1,2
1,5,1,1,1,5
1,5,1,1,2,5
1,5,1,1,4,3
1,5,1,2,1,84
1,5,1,2,2,97
1,5,1,2,3,26
1,5,1,2,4,17
1,5,1,3,1,244
1,5,1,3,2,235
1,5,1,3,3,22
1,5,1,3,4,41
1,5,2,0,1,1
1,5,2,1,1,5
1,5,2,1,2,3
1,5,2,2,1,109
1,5,2,2,2,109
1,5,2,2,3,23
1,5,2,2,4,18
1,5,2,3,1,253
1,5,2,3,2,242
1,5,2,3,3,44
1,5,2,3,4,39
1,5,3,0,2,2
1,5,3,1,2,2
1,5,3,2,1,213
1,5,3,2,2,205
1,5,3,2,3,4
1,5,3,2,4,13
1,5,3,3,1,751
1,5,3,3,2,786
1,5,3,3,3,21
1,5,3,3,4,94
2,0,0,0,0,49
2,0,1,0,1,1
2,0,1,0,2,1
2,0,2,0,3,1
2,0,2,0,4,1
2,1,0,0,0,950
2,1,1,0,1,93
2,1,1,0,2,90
2,1,1,0,3,16
2,1,1,0,4,21
2,1,2,0,1,7
2,1,2,0,2,9
2,1,2,0,3,1
2,1,2,0,4,1
2,1,3,0,1,6
2,1,3,0,2,5
2,2,0,0,0,62
2,2,0,1,0,557
2,2,1,0,1,9
2,2,1,0,2,3
2,2,1,0,3,2
2,2,1,0,4,4
2,2,1,1,1,132
2,2,1,1,2,134
2,2,1,1,3,268
2,2,1,1,4,152
2,2,2,0,1,1
2,2,2,0,2,3
2,2,2,1,1,101
2,2,2,1,2,89
2,2,2,1,3,106
2,2,2,1,4,40
2,2,3,0,2,2
2,2,3,1,1,107
2,2,3,1,2,123
2,2,3,1,3,27
2,2,3,1,4,23
2,3,0,0,0,10
2,3,0,1,0,68
2,3,0,2,0,190
2,3,1,0,1,2
2,3,1,0,2,2
2,3,1,0,3,2
2,3,1,0,4,2
2,3,1,1,1,20
2,3,1,1,2,15
2,3,1,1,3,33
2,3,1,1,4,20
2,3,1,2,1,82
2,3,1,2,2,77
2,3,1,2,3,80
2,3,1,2,4,118
2,3,2,1,1,19
2,3,2,1,2,7
2,3,2,1,3,21
2,3,2,1,4,1
2,3,2,2,1,75
2,3,2,2,2,54
2,3,2,2,3,93
2,3,2,2,4,92
2,3,3,1,1,16
2,3,3,1,2,16
2,3,3,1,3,4
2,3,3,1,4,6
2,3,3,2,1,201
2,3,3,2,2,188
2,3,3,2,3,78
2,3,3,2,4,88
2,4,0,0,0,2
2,4,0,1,0,13
2,4,0,2,0,104
2,4,0,3,0,6
2,4,1,0,4,1
2,4,1,1,1,2
2,4,1,1,2,3
2,4,1,1,3,1
2,4,1,1,4,3
2,4,1,2,0,1
2,4,1,2,1,30
2,4,1,2,2,43
2,4,1,2,3,21
2,4,1,2,4,36
2,4,1,3,1,3
2,4,1,3,2,3
2,4,1,3,3,6
2,4,1,3,4,8
2,4,2,1,1,1
2,4,2,1,2,1
2,4,2,1,3,2
2,4,2,2,1,33
2,4,2,2,2,33
2,4,2,2,3,37
2,4,2,2,4,28
2,4,2,3,1,1
2,4,2,3,2,4
2,4,2,3,3,1
2,4,2,3,4,6
2,4,3,0,2,1
2,4,3,1,1,4
2,4,3,1,2,4
2,4,3,1,4,2
2,4,3,2,1,95
2,4,3,2,2,87
2,4,3,2,3,48
2,4,3,2,4,42
2,4,3,3,1,26
2,4,3,3,2,21
2,4,3,3,3,11
2,4,3,3,4,33
2,5,0,0,0,1
2,5,0,1,0,1
2,5,0,2,0,10
2,5,0,3,0,5
2,5,1,0,1,1
2,5,1,1,3,1
2,5,1,2,1,1
2,5,1,2,2,4
2,5,1,2,3,3
2,5,1,2,4,8
2,5,1,3,1,3
2,5,1,3,2,2
2,5,1,3,4,10
2,5,2,1,2,1
2,5,2,2,1,2
2,5,2,2,2,1
2,5,2,2,3,9
2,5,2,2,4,3
2,5,2,3,1,4
2,5,2,3,2,1
2,5,2,3,3,4
2,5,2,3,4,3
2,5,3,2,1,12
2,5,3,2,2,12
2,5,3,2,3,3
2,5,3,2,4,2
2,5,3,3,1,32
2,5,3,3,2,22
2,5,3,3,3,11
2,5,3,3,4,33
3,0,0,0,0,54
3,0,1,0,1,2
3,0,1,0,2,1
3,0,1,0,3,1
3,1,0,0,0,327
3,1,1,0,1,78
3,1,1,0,2,81
3,1,1,0,3,11
3,1,1,0,4,7
3,1,2,0,1,17
3,1,2,0,2,14
3,1,2,0,3,3
3,1,2,0,4,1
3,1,3,0,1,5
3,1,3,0,2,7
3,1,3,0,4,1
3,2,0,0,0,42
3,2,0,1,0,286
3,2,1,0,1,10
3,2,1,0,2,9
3,2,1,0,3,1
3,2,1,0,4,2
3,2,1,1,1,102
3,2,1,1,2,143
3,2,1,1,3,118
3,2,1,1,4,109
3,2,2,0,1,1
3,2,2,0,2,1
3,2,2,0,3,1
3,2,2,1,1,65
3,2,2,1,2,76
3,2,2,1,3,34
3,2,2,1,4,13
3,2,3,0,1,1
3,2,3,0,2,1
3,2,3,1,1,50
3,2,3,1,2,56
3,2,3,1,3,9
3,2,3,1,4,6
3,3,0,0,0,5
3,3,0,1,0,93
3,3,0,2,0,107
3,3,1,0,1,3
3,3,1,0,2,2
3,3,1,1,1,41
3,3,1,1,2,41
3,3,1,1,3,34
3,3,1,1,4,25
3,3,1,2,1,52
3,3,1,2,2,60
3,3,1,2,3,45
3,3,1,2,4,33
3,3,2,0,2,1
3,3,2,1,1,18
3,3,2,1,2,24
3,3,2,1,3,10
3,3,2,1,4,1
3,3,2,2,1,46
3,3,2,2,2,58
3,3,2,2,3,53
3,3,2,2,4,45
3,3,3,1,1,14
3,3,3,1,2,21
3,3,3,1,3,1
3,3,3,1,4,4
3,3,3,2,1,95
3,3,3,2,2,78
3,3,3,2,3,22
3,3,3,2,4,25
3,4,0,0,0,3
3,4,0,1,0,15
3,4,0,2,0,74
3,4,0,3,0,19
3,4,1,1,1,8
3,4,1,1,2,4
3,4,1,1,3,2
3,4,1,1,4,2
3,4,1,2,1,47
3,4,1,2,2,56
3,4,1,2,3,38
3,4,1,2,4,25
3,4,1,3,0,1
3,4,1,3,1,1
3,4,1,3,2,1
3,4,1,3,3,2
3,4,1,3,4,10
3,4,2,0,1,1
3,4,2,1,1,6
3,4,2,1,2,4
3,4,2,1,3,2
3,4,2,1,4,1
3,4,2,2,1,48
3,4,2,2,2,41
3,4,2,2,3,43
3,4,2,2,4,21
3,4,2,3,1,4
3,4,2,3,2,8
3,4,2,3,3,6
3,4,2,3,4,10
3,4,3,0,1,1
3,4,3,0,4,1
3,4,3,1,1,2
3,4,3,1,2,1
3,4,3,1,4,1
3,4,3,2,1,76
3,4,3,2,2,82
3,4,3,2,3,27
3,4,3,2,4,22
3,4,3,3,1,18
3,4,3,3,2,14
3,4,3,3,3,5
3,4,3,3,4,39
3,5,0,1,0,2
3,5,0,2,0,18
3,5,0,3,0,50
3,5,1,0,2,1
3,5,1,1,2,2
3,5,1,2,1,15
3,5,1,2,2,14
3,5,1,2,3,6
3,5,1,2,4,5
3,5,1,3,0,1
3,5,1,3,1,18
3,5,1,3,2,15
3,5,1,3,3,6
3,5,1,3,4,13
3,5,2,1,1,1
3,5,2,1,3,1
3,5,2,2,1,5
3,5,2,2,2,7
3,5,2,2,3,13
3,5,2,2,4,10
3,5,2,3,1,17
3,5,2,3,2,19
3,5,2,3,3,7
3,5,2,3,4,12
3,5,3,1,3,1
3,5,3,2,1,21
3,5,3,2,2,25
3,5,3,2,3,1
3,5,3,2,4,3
3,5,3,3,1,43
3,5,3,3,2,47
3,5,3,3,3,19
3,5,3,3,4,61
