tenure,rooms,occupants,bedrooms,hhtype,frequency
1,1,1,0,3,3
1,1,1,0,4,3
1,1,2,0,1,4
1,1,2,0,2,5
1,1,2,0,4,2
1,1,3,0,1,1
1,1,3,0,2,1
1,2,0,0,0,15
1,2,0,1,0,365
1,2,1,0,1,4
1,2,1,0,2,10
1,2,1,0,4,1
1,2,1,1,1,140
1,2,1,1,2,150
1,2,1,1,3,34
1,2,1,1,4,44
1,2,2,0,2,2
1,2,2,0,4,1
1,2,2,1,1,81
1,2,2,1,2,67
1,2,2,1,3,16
1,2,2,1,4,11
1,2,3,0,2,1
1,2,3,1,1,43
1,2,3,1,2,58
1,2,3,1,3,1
1,2,3,1,4,2
1,3,0,0,0,1
1,3,0,1,0,122
1,3,0,2,0,212
1,3,1,0,1,3
1,3,1,0,2,2
1,3,1,1,1,83
1,3,1,1,2,85
1,3,1,1,3,26
1,3,1,1,4,14
1,3,1,2,1,183
1,3,1,2,2,179
1,3,1,2,3,51
1,3,1,2,4,69
1,3,2,0,1,2
1,3,2,1,1,45
1,3,2,1,2,49
1,3,2,1,3,8
1,3,2,1,4,3
1,3,2,2,1,188
1,3,2,2,2,161
1,3,2,2,3,47
1,3,2,2,4,58
1,3,3,0,4,1
1,3,3,1,1,35
1,3,3,1,2,34
1,3,3,1,3,2
1,3,3,1,4,2
1,3,3,2,1,292
1,3,3,2,2,313
1,3,3,2,3,13
1,3,3,2,4,19
1,4,0,0,0,2
1,4,0,1,0,24
1,4,0,2,0,227
1,4,0,3,0,31
1,4,1,0,1,6
1,4,1,0,2,2
1,4,1,0,4,1
1,4,1,1,1,30
1,4,1,1,2,16
1,4,1,1,3,5
1,4,1,1,4,7
1,4,1,2,1,250
1,4,1,2,2,212
1,4,1,2,3,44
1,4,1,2,4,67
1,4,1,3,1,22
1,4,1,3,2,24
1,4,1,3,3,8
1,4,1,3,4,6
1,4,2,0,1,1
1,4,2,1,1,12
1,4,2,1,2,16
1,4,2,1,4,1
1,4,2,2,1,196
1,4,2,2,2,245
1,4,2,2,3,62
1,4,2,2,4,56
1,4,2,3,1,22
1,4,2,3,2,24
1,4,2,3,3,3
1,4,2,3,4,7
1,4,3,1,1,7
1,4,3,1,2,9
1,4,3,1,4,1
1,4,3,2,1,403
1,4,3,2,2,419
1,4,3,2,3,12
1,4,3,2,4,37
1,4,3,3,1,70
1,4,3,3,2,74
1,4,3,3,3,4
1,4,3,3,4,13
1,5,0,1,0,2
1,5,0,2,0,65
1,5,0,3,0,86
1,5,1,0,2,1
1,5,1,1,1,6
1,5,1,1,2,6
1,5,1,1,4,1
1,5,1,2,1,99
1,5,1,2,2,88
1,5,1,2,3,23
1,5,1,2,4,15
1,5,1,3,1,237
1,5,1,3,2,218
1,5,1,3,3,19
1,5,1,3,4,40
1,5,2,1,1,5
1,5,2,1,2,1
1,5,2,1,4,1
1,5,2,2,1,108
1,5,2,2,2,106
1,5,2,2,3,19
1,5,2,2,4,21
1,5,2,3,1,219
1,5,2,3,2,211
1,5,2,3,3,41
1,5,2,3,4,35
1,5,3,0,1,1
1,5,3,0,2,1
1,5,3,1,1,1
1,5,3,1,2,3
1,5,3,2,1,183
1,5,3,2,2,188
1,5,3,2,3,2
1,5,3,2,4,9
1,5,3,3,1,702
1,5,3,3,2,764
1,5,3,3,3,18
1,5,3,3,4,93
2,0,0,0,0,41
2,0,1,0,1,1
2,0,1,0,2,1
2,0,2,0,4,2
2,0,3,0,1,1
2,1,0,0,0,860
2,1,1,0,1,75
2,1,1,0,2,69
2,1,1,0,3,14
2,1,1,0,4,13
2,1,2,0,1,8
2,1,2,0,2,5
2,1,2,0,3,4
2,1,2,0,4,1
2,1,3,0,1,2
2,1,3,0,2,8
2,2,0,0,0,57
2,2,0,1,0,498
2,2,1,0,1,6
2,2,1,0,2,4
2,2,1,0,3,2
2,2,1,0,4,5
2,2,1,1,0,1
2,2,1,1,1,129
2,2,1,1,2,114
2,2,1,1,3,214
2,2,1,1,4,136
2,2,2,0,1,1
2,2,2,0,2,2
2,2,2,0,3,1
2,2,2,1,1,95
2,2,2,1,2,74
2,2,2,1,3,107
2,2,2,1,4,33
2,2,3,0,2,1
2,2,3,1,1,84
2,2,3,1,2,116
2,2,3,1,3,34
2,2,3,1,4,19
2,3,0,0,0,8
2,3,0,1,0,63
2,3,0,2,0,177
2,3,1,0,1,1
2,3,1,0,4,1
2,3,1,1,1,16
2,3,1,1,2,20
2,3,1,1,3,24
2,3,1,1,4,15
2,3,1,2,1,68
2,3,1,2,2,66
2,3,1,2,3,72
2,3,1,2,4,105
2,3,2,1,1,11
2,3,2,1,2,12
2,3,2,1,3,19
2,3,2,1,4,4
2,3,2,2,1,59
2,3,2,2,2,60
2,3,2,2,3,81
2,3,2,2,4,88
2,3,3,0,1,1
2,3,3,1,1,15
2,3,3,1,2,16
2,3,3,1,3,1
2,3,3,1,4,4
2,3,3,2,1,189
2,3,3,2,2,171
2,3,3,2,3,68
2,3,3,2,4,76
2,4,0,0,0,1
2,4,0,1,0,13
2,4,0,2,0,99
2,4,0,3,0,7
2,4,1,1,1,1
2,4,1,1,2,2
2,4,1,1,3,2
2,4,1,1,4,3
2,4,1,2,1,50
2,4,1,2,2,25
2,4,1,2,3,16
2,4,1,2,4,37
2,4,1,3,1,3
2,4,1,3,2,1
2,4,1,3,3,3
2,4,1,3,4,12
2,4,2,1,1,3
2,4,2,1,2,1
2,4,2,2,1,27
2,4,2,2,2,23
2,4,2,2,3,35
2,4,2,2,4,26
2,4,2,3,1,3
2,4,2,3,2,1
2,4,2,3,3,1
2,4,2,3,4,7
2,4,3,1,1,2
2,4,3,1,2,6
2,4,3,1,4,2
2,4,3,2,1,82
2,4,3,2,2,90
2,4,3,2,3,31
2,4,3,2,4,30
2,4,3,3,1,14
2,4,3,3,2,31
2,4,3,3,3,8
2,4,3,3,4,22
2,5,0,0,0,1
2,5,0,1,0,2
2,5,0,2,0,9
2,5,0,3,0,4
2,5,1,0,1,1
2,5,1,1,1,1
2,5,1,2,1,4
2,5,1,2,2,3
2,5,1,2,3,1
2,5,1,2,4,8
2,5,1,3,1,1
2,5,1,3,2,2
2,5,1,3,4,8
2,5,2,1,2,1
2,5,2,2,1,6
2,5,2,2,2,1
2,5,2,2,3,6
2,5,2,2,4,3
2,5,2,3,1,3
2,5,2,3,2,1
2,5,2,3,3,6
2,5,2,3,4,5
2,5,3,2,1,13
2,5,3,2,2,7
2,5,3,2,4,6
2,5,3,3,1,18
2,5,3,3,2,24
2,5,3,3,3,8
2,5,3,3,4,32
3,0,0,0,0,38
3,0,1,0,1,1
3,0,2,0,1,1
3,1,0,0,0,314
3,1,1,0,1,54
3,1,1,0,2,66
3,1,1,0,3,11
3,1,1,0,4,5
3,1,2,0,1,8
3,1,2,0,2,8
3,1,2,0,3,1
3,1,3,0,1,5
3,1,3,0,2,7
3,1,3,0,3,1
3,2,0,0,0,39
3,2,0,1,0,246
3,2,1,0,1,12
3,2,1,0,2,9
3,2,1,0,3,1
3,2,1,0,4,3
3,2,1,1,1,93
3,2,1,1,2,102
3,2,1,1,3,92
3,2,1,1,4,94
3,2,2,0,2,1
3,2,2,1,1,68
3,2,2,1,2,76
3,2,2,1,3,32
3,2,2,1,4,11
3,2,3,0,1,1
3,2,3,1,1,43
3,2,3,1,2,39
3,2,3,1,3,7
3,2,3,1,4,1
3,3,0,0,0,6
3,3,0,1,0,82
3,3,0,2,0,99
3,3,1,0,1,2
3,3,1,0,2,2
3,3,1,1,1,42
3,3,1,1,2,35
3,3,1,1,3,35
3,3,1,1,4,12
3,3,1,2,1,50
3,3,1,2,2,49
3,3,1,2,3,40
3,3,1,2,4,29
3,3,2,0,1,1
3,3,2,1,1,26
3,3,2,1,2,19
3,3,2,1,3,11
3,3,2,1,4,3
3,3,2,2,1,38
3,3,2,2,2,42
3,3,2,2,3,42
3,3,2,2,4,55
3,3,3,1,1,18
3,3,3,1,2,27
3,3,3,1,3,1
3,3,3,1,4,1
3,3,3,2,1,96
3,3,3,2,2,99
3,3,3,2,3,19
3,3,3,2,4,28
3,4,0,0,0,2
3,4,0,1,0,14
3,4,0,2,0,83
3,4,0,3,0,20
3,4,1,0,3,1
3,4,1,1,1,8
3,4,1,1,2,12
3,4,1,1,3,2
3,4,1,1,4,3
3,4,1,2,1,49
3,4,1,2,2,53
3,4,1,2,3,29
3,4,1,2,4,18
3,4,1,3,1,3
3,4,1,3,3,3
3,4,1,3,4,6
3,4,2,1,1,2
3,4,2,1,2,4
3,4,2,1,4,1
3,4,2,2,1,32
3,4,2,2,2,40
3,4,2,2,3,34
3,4,2,2,4,15
3,4,2,3,1,4
3,4,2,3,2,6
3,4,2,3,3,10
3,4,2,3,4,10
3,4,3,1,1,1
3,4,3,1,2,1
3,4,3,1,4,1
3,4,3,2,1,68
3,4,3,2,2,67
3,4,3,2,3,14
3,4,3,2,4,21
3,4,3,3,1,15
3,4,3,3,2,8
3,4,3,3,3,3
3,4,3,3,4,18
3,5,0,0,0,1
3,5,0,1,0,4
3,5,0,2,0,18
3,5,0,3,0,45
3,5,1,1,1,1
3,5,1,1,2,2
3,5,1,1,4,1
3,5,1,2,1,9
3,5,1,2,2,16
3,5,1,2,3,3
3,5,1,2,4,9
3,5,1,3,1,14
3,5,1,3,2,21
3,5,1,3,3,8
3,5,1,3,4,14
3,5,2,1,4,1
3,5,2,2,1,8
3,5,2,2,2,8
3,5,2,2,3,8
3,5,2,2,4,5
3,5,2,3,1,14
3,5,2,3,2,15
3,5,2,3,3,3
3,5,2,3,4,8
3,5,3,0,2,1
3,5,3,1,2,1
3,5,3,2,1,21
3,5,3,2,2,23
3,5,3,2,3,1
3,5,3,2,4,5
3,5,3,3,1,45
3,5,3,3,2,42
3,5,3,3,3,11
3,5,3,3,4,47
