tenure,rooms,occupants,bedrooms,hhtype,frequency
1,1,1,0,4,6
1,1,2,0,1,3
1,1,2,0,2,7
1,1,2,0,3,1
1,1,3,0,1,1
1,1,3,0,2,1
1,2,0,0,0,24
1,2,0,1,0,410
1,2,1,0,1,10
1,2,1,0,2,14
1,2,1,0,4,1
1,2,1,1,1,174
1,2,1,1,2,171
1,2,1,1,3,40
1,2,1,1,4,57
1,2,2,0,2,5
1,2,2,1,1,86
1,2,2,1,2,87
1,2,2,1,3,17
1,2,2,1,4,8
1,2,3,0,2,1
1,2,3,1,1,64
1,2,3,1,2,61
1,2,3,1,4,4
1,3,0,0,0,5
1,3,0,1,0,157
1,3,0,2,0,247
1,3,1,0,1,3
1,3,1,0,2,4
1,3,1,1,1,82
1,3,1,1,2,98
1,3,1,1,3,27
1,3,1,1,4,18
1,3,1,2,1,193
1,3,1,2,2,193
1,3,1,2,3,64
1,3,1,2,4,75
1,3,2,0,1,1
1,3,2,0,2,1
1,3,2,0,4,1
1,3,2,1,1,58
1,3,2,1,2,52
1,3,2,1,3,7
1,3,2,1,4,3
1,3,2,2,1,156
1,3,2,2,2,179
1,3,2,2,3,57
1,3,2,2,4,47
1,3,3,0,1,1
1,3,3,0,2,2
1,3,3,1,1,34
1,3,3,1,2,35
1,3,3,1,4,2
1,3,3,2,1,293
1,3,3,2,2,322
1,3,3,2,3,13
1,3,3,2,4,29
1,4,0,0,0,5
1,4,0,1,0,20
1,4,0,2,0,234
1,4,0,3,0,19
1,4,1,0,1,3
1,4,1,0,2,4
1,4,1,1,1,23
1,4,1,1,2,25
1,4,1,1,3,6
1,4,1,1,4,8
1,4,1,2,1,240
1,4,1,2,2,274
1,4,1,2,3,53
1,4,1,2,4,66
1,4,1,3,1,24
1,4,1,3,2,22
1,4,1,3,3,3
1,4,1,3,4,6
1,4,2,0,1,2
1,4,2,1,1,13
1,4,2,1,2,13
1,4,2,1,3,3
1,4,2,1,4,2
1,4,2,2,1,241
1,4,2,2,2,245
1,4,2,2,3,57
1,4,2,2,4,50
1,4,2,3,1,22
1,4,2,3,2,21
1,4,2,3,3,7
1,4,2,3,4,10
1,4,3,0,1,1
1,4,3,1,1,8
1,4,3,1,2,9
1,4,3,1,3,1
1,4,3,1,4,1
1,4,3,2,1,435
1,4,3,2,2,434
1,4,3,2,3,18
1,4,3,2,4,35
1,4,3,3,1,63
1,4,3,3,2,80
1,4,3,3,3,3
1,4,3,3,4,15
1,5,0,0,0,1
1,5,0,1,0,6
1,5,0,2,0,74
1,5,0,3,0,85
1,5,1,0,1,1
1,5,1,1,1,9
1,5,1,1,2,4
1,5,1,1,3,1
1,5,1,1,4,1
1,5,1,2,1,79
1,5,1,2,2,99
1,5,1,2,3,21
1,5,1,2,4,13
1,5,1,3,1,233
1,5,1,3,2,200
1,5,1,3,3,20
1,5,1,3,4,38
1,5,2,0,1,1
1,5,2,1,1,4
1,5,2,1,2,2
1,5,2,2,1,99
1,5,2,2,2,93
1,5,2,2,3,27
1,5,2,2,4,12
1,5,2,3,1,216
1,5,2,3,2,230
1,5,2,3,3,48
1,5,2,3,4,31
1,5,3,0,1,2
1,5,3,0,2,2
1,5,3,0,4,2
1,5,3,1,1,2
1,5,3,1,2,3
1,5,3,1,4,1
1,5,3,2,1,214
1,5,3,2,2,184
1,5,3,2,3,2
1,5,3,2,4,12
1,5,3,3,1,715
1,5,3,3,2,694
1,5,3,3,3,23
1,5,3,3,4,95
2,0,0,0,0,57
2,0,1,0,1,1
2,0,1,0,2,1
2,0,1,0,3,1
2,0,2,0,4,1
2,1,0,0,0,1096
2,1,1,0,1,101
2,1,1,0,2,86
2,1,1,0,3,26
2,1,1,0,4,21
2,1,2,0,1,8
2,1,2,0,2,11
2,1,2,0,3,4
2,1,2,0,4,2
2,1,3,0,1,8
2,1,3,0,2,4
2,2,0,0,0,87
2,2,0,1,0,525
2,2,1,0,1,13
2,2,1,0,2,8
2,2,1,0,3,2
2,2,1,0,4,5
2,2,1,1,1,133
2,2,1,1,2,138
2,2,1,1,3,309
2,2,1,1,4,130
2,2,2,0,1,2
2,2,2,0,2,3
2,2,2,1,1,94
2,2,2,1,2,86
2,2,2,1,3,154
2,2,2,1,4,44
2,2,3,0,1,1
2,2,3,0,2,1
2,2,3,0,3,1
2,2,3,1,1,118
2,2,3,1,2,128
2,2,3,1,3,52
2,2,3,1,4,20
2,3,0,0,0,12
2,3,0,1,0,80
2,3,0,2,0,179
2,3,1,0,2,5
2,3,1,0,3,2
2,3,1,0,4,2
2,3,1,1,1,14
2,3,1,1,2,18
2,3,1,1,3,36
2,3,1,1,4,16
2,3,1,2,1,85
2,3,1,2,2,67
2,3,1,2,3,78
2,3,1,2,4,97
2,3,2,0,1,2
2,3,2,0,3,1
2,3,2,1,1,9
2,3,2,1,2,9
2,3,2,1,3,25
2,3,2,1,4,4
2,3,2,2,1,53
2,3,2,2,2,49
2,3,2,2,3,127
2,3,2,2,4,85
2,3,3,0,1,2
2,3,3,0,4,1
2,3,3,1,1,12
2,3,3,1,2,16
2,3,3,1,3,8
2,3,3,1,4,9
2,3,3,2,1,204
2,3,3,2,2,190
2,3,3,2,3,99
2,3,3,2,4,87
2,4,0,0,0,4
2,4,0,1,0,11
2,4,0,2,0,96
2,4,0,3,0,6
2,4,1,0,4,1
2,4,1,1,1,4
2,4,1,1,2,2
2,4,1,1,3,2
2,4,1,1,4,4
2,4,1,2,1,43
2,4,1,2,2,34
2,4,1,2,3,21
2,4,1,2,4,34
2,4,1,3,1,2
2,4,1,3,2,3
2,4,1,3,3,3
2,4,1,3,4,6
2,4,2,1,1,1
2,4,2,1,2,1
2,4,2,1,3,3
2,4,2,1,4,1
2,4,2,2,1,21
2,4,2,2,2,23
2,4,2,2,3,53
2,4,2,2,4,37
2,4,2,3,1,2
2,4,2,3,2,2
2,4,2,3,3,4
2,4,2,3,4,7
2,4,3,0,2,2
2,4,3,0,4,1
2,4,3,1,1,6
2,4,3,1,2,4
2,4,3,1,4,1
2,4,3,2,1,90
2,4,3,2,2,86
2,4,3,2,3,51
2,4,3,2,4,44
2,4,3,3,1,16
2,4,3,3,2,34
2,4,3,3,3,12
2,4,3,3,4,29
2,5,0,0,0,1
2,5,0,1,0,4
2,5,0,2,0,6
2,5,0,3,0,8
2,5,1,0,2,1
2,5,1,1,3,1
2,5,1,2,1,3
2,5,1,2,2,5
2,5,1,2,3,3
2,5,1,2,4,7
2,5,1,3,1,3
2,5,1,3,2,3
2,5,1,3,3,1
2,5,1,3,4,8
2,5,2,0,4,1
2,5,2,1,2,1
2,5,2,2,1,3
2,5,2,2,3,11
2,5,2,2,4,3
2,5,2,3,1,4
2,5,2,3,2,2
2,5,2,3,3,5
2,5,2,3,4,5
2,5,3,0,1,1
2,5,3,2,1,10
2,5,3,2,2,15
2,5,3,2,3,4
2,5,3,2,4,3
2,5,3,3,1,42
2,5,3,3,2,24
2,5,3,3,3,8
2,5,3,3,4,38
3,0,0,0,0,58
3,0,1,0,1,2
3,0,1,0,2,3
3,0,1,0,3,1
3,0,2,0,1,1
3,0,2,0,2,1
3,0,2,0,3,1
3,0,3,0,2,1
3,1,0,0,0,408
3,1,1,0,1,99
3,1,1,0,2,98
3,1,1,0,3,7
3,1,1,0,4,13
3,1,2,0,1,23
3,1,2,0,2,21
3,1,2,0,3,2
3,1,2,0,4,5
3,1,3,0,1,6
3,1,3,0,2,5
3,1,3,0,4,2
3,2,0,0,0,43
3,2,0,1,0,338
3,2,1,0,1,12
3,2,1,0,2,10
3,2,1,0,3,5
3,2,1,0,4,2
3,2,1,1,1,153
3,2,1,1,2,144
3,2,1,1,3,153
3,2,1,1,4,154
3,2,2,0,1,3
3,2,2,0,2,1
3,2,2,1,1,81
3,2,2,1,2,90
3,2,2,1,3,43
3,2,2,1,4,24
3,2,3,0,2,3
3,2,3,0,3,1
3,2,3,0,4,1
3,2,3,1,1,55
3,2,3,1,2,57
3,2,3,1,3,15
3,2,3,1,4,6
3,3,0,0,0,8
3,3,0,1,0,102
3,3,0,2,0,103
3,3,1,0,2,3
3,3,1,0,3,1
3,3,1,0,4,1
3,3,1,1,1,56
3,3,1,1,2,42
3,3,1,1,3,49
3,3,1,1,4,36
3,3,1,2,1,53
3,3,1,2,2,50
3,3,1,2,3,66
3,3,1,2,4,42
3,3,2,0,1,1
3,3,2,0,2,1
3,3,2,1,1,31
3,3,2,1,2,20
3,3,2,1,3,19
3,3,2,1,4,4
3,3,2,2,1,40
3,3,2,2,2,47
3,3,2,2,3,59
3,3,2,2,4,75
3,3,3,0,1,1
3,3,3,1,1,25
3,3,3,1,2,15
3,3,3,1,3,2
3,3,3,1,4,7
3,3,3,2,1,98
3,3,3,2,2,91
3,3,3,2,3,31
3,3,3,2,4,27
3,4,0,0,0,5
3,4,0,1,0,15
3,4,0,2,0,79
3,4,0,3,0,20
3,4,1,1,1,10
3,4,1,1,2,5
3,4,1,1,3,2
3,4,1,1,4,5
3,4,1,2,1,42
3,4,1,2,2,55
3,4,1,2,3,45
3,4,1,2,4,37
3,4,1,3,1,3
3,4,1,3,2,4
3,4,1,3,3,1
3,4,1,3,4,12
3,4,2,1,1,2
3,4,2,1,2,3
3,4,2,1,3,3
3,4,2,1,4,1
3,4,2,2,1,47
3,4,2,2,2,44
3,4,2,2,3,39
3,4,2,2,4,34
3,4,2,3,1,2
3,4,2,3,2,3
3,4,2,3,3,4
3,4,2,3,4,12
3,4,3,0,2,1
3,4,3,1,1,4
3,4,3,1,2,1
3,4,3,1,4,1
3,4,3,2,1,100
3,4,3,2,2,95
3,4,3,2,3,32
3,4,3,2,4,30
3,4,3,3,1,15
3,4,3,3,2,24
3,4,3,3,3,4
3,4,3,3,4,42
3,5,0,0,0,1
3,5,0,1,0,1
3,5,0,2,0,13
3,5,0,3,0,24
3,5,1,0,2,1
3,5,1,1,1,2
3,5,1,1,2,4
3,5,1,1,3,1
3,5,1,2,1,12
3,5,1,2,2,13
3,5,1,2,3,5
3,5,1,2,4,3
3,5,1,3,1,14
3,5,1,3,2,19
3,5,1,3,3,4
3,5,1,3,4,13
3,5,2,1,1,1
3,5,2,2,1,8
3,5,2,2,2,6
3,5,2,2,3,17
3,5,2,2,4,11
3,5,2,3,1,19
3,5,2,3,2,14
3,5,2,3,3,7
3,5,2,3,4,23
3,5,3,1,1,1
3,5,3,1,2,1
3,5,3,1,3,1
3,5,3,2,1,19
3,5,3,2,2,24
3,5,3,2,3,1
3,5,3,2,4,4
3,5,3,3,1,62
3,5,3,3,2,43
3,5,3,3,3,15
3,5,3,3,4,95
